No	채널명	구독자수	전체 비디오개수	누적 조회수	비디오 제목	비디오 조회수	비디오 좋아요	카테고리	촬영지역	세부 지역	키워드	설명	업로드일자	썸네일	videoURL	videoPath	audioPath
492	용의주도미스고	335명	-	-	제주도 서쪽 숙소 추천 ㅣ 코로나 피해서 해외보다 더 좋은 제주독채펜션 스테이1미터에서 1박	10711	67	호텔	제주도	-	#제주도숙소추천 #제주도서쪽숙소 #제주도서쪽여행 #제주도여행 #제주도펜션 #제주도독채펜션 #한경면숙소 #스테이1미터 #한림펜션	 제주도숙소추천  스테이1미터  제주도독채펜션  제주서쪽숙소 하 2달 3달 만입니다  이제 업로드 자주할게요  진짜루ㅠ 해외 다 취소되고 부산여행까지 취소된 마음 달래려 다녀왔던 제주도 독채펜션에서의 스테이를 브이로그로 담아봤어요  재밌게 봐주세요	2020-03-14 00:00:00	https://i.ytimg.com/vi/SalmCxfoMlQ/sddefault.jpg	https://www.youtube.com/watch?v=SalmCxfoMlQ	제주도 서쪽 숙소 추천 ㅣ 코로나 피해서 해외보다 더 좋은 제주독채펜션 스테이1미터에서 1박.mp4	제주도 서쪽 숙소 추천 ㅣ 코로나 피해서 해외보다 더 좋은 제주독채펜션 스테이1미터에서 1박.mp3
493	박소영	6명	-	-	 삐약키즈ㅣ제주여행ㅣ해비치리조트 비치뷰ㅣHaevichi Reaort beachview	2694	6	호텔	제주도	-			2020-05-17 00:00:00	https://i.ytimg.com/vi/sav7xset7zw/sddefault.jpg	https://www.youtube.com/watch?v=sav7xset7zw	 삐약키즈ㅣ제주여행ㅣ해비치리조트 비치뷰ㅣHaevichi Reaort beachview.mp4	 삐약키즈ㅣ제주여행ㅣ해비치리조트 비치뷰ㅣHaevichi Reaort beachview.mp3
494	allaboutinii혜니		-	-	여행 VLOG   댕댕이랑 제주도로 떠나요   애견동반숙소  오겹살  카페    allaboutinii혜니	27270	346	호텔	제주도	-	제주도,제주도브이로그,제주브이로그,강아지브이로그,여행브이로그,카페투어,오겹살,삼겹살,제주,여행,동문시장,라면,숙소후기,숙소투어	안녕하세요 이번 영상은 제주도 여행 브이로그에요 총 2박 3일 일정으로 이 영상에서는 여행 1일차와 숙소 리뷰를 담았어요 혹시 강아지와 함께 제주도 여행을 준비하려는 분들께 조금이나마 도움이 됐으면 좋겠네요 영상 끝까지 시청해주셔서 감사합니다 그럼 오늘 하루도 따뜻한 하루 보내시길 바랄게요 안뇽 제가 다녀왔던 숙소는  바모스 라는 독채 펜션입니다 BGM Shova   Summer s Tides DJ Quads   Chilled	2018-09-15 00:00:00	https://i.ytimg.com/vi/sAxWOTseh9s/sddefault.jpg	https://www.youtube.com/watch?v=sAxWOTseh9s	여행 VLOG   댕댕이랑 제주도로 떠나요   애견동반숙소  오겹살  카페    allaboutinii혜니.mp4	여행 VLOG   댕댕이랑 제주도로 떠나요   애견동반숙소  오겹살  카페    allaboutinii혜니.mp3
495	올스티비	1.77만명	-	-	제주여행을 더욱 특별하게 만들어 줄 이색적인 제주 숙소 추천  제주 한옥 호텔부터 발리느낌 가득한 호텔까지 	4964	38	호텔	제주도	-	제주도,제주,제주여행,제주숙소,제주호텔,제주도숙소,제주도호텔,제주도호텔추천,제주도 호텔 추천,제주 호텔 추천,제주도 이색호텔,제주도 이색 숙소,제주도 이색 체험,제주도 한옥 호텔,한옥 호텔,제주도 독채 숙소,제주도 독채,제주도 독채 풀빌라,제주 숙소 추천,제주도 여행,서귀포 호텔,서귀포 호텔 추천,한라궁,제주 한라궁,팜밸리리조트,취다선리조트	 영상 속  제주숙소 최저가 예약하기 00:13 서귀포의 이색적인 한옥 호텔 https: alst io hv0 02:01 성산일출봉 인근의 힐링 호텔 https: alst io huz 03:39 발리에 온 듯한 분위기의 프라이빗 호텔 https: alst io hv1 제주도에 이런 이색적인 호텔이 제주의 자연과 함께 즐기는 고즈넉한 한옥 호텔부터 마치 발리 리조트에 방문한 것 같은 독채까지 올스티비에서 소개하는 제주 이색 숙소들 영상으로 확인해주세요 	2021-04-02 00:00:00	https://i.ytimg.com/vi/SB6xF7q4Pwc/sddefault.jpg	https://www.youtube.com/watch?v=SB6xF7q4Pwc	제주여행을 더욱 특별하게 만들어 줄 이색적인 제주 숙소 추천  제주 한옥 호텔부터 발리느낌 가득한 호텔까지.mp4	제주여행을 더욱 특별하게 만들어 줄 이색적인 제주 숙소 추천  제주 한옥 호텔부터 발리느낌 가득한 호텔까지.mp3
496	서초댁의 하루	93명	-	-	 제주도 여행vlog  그랜드 하얏트 제주 트윈 룸 오션뷰   피트니스센터  실내수영장 파헤쳐보기    Grand Hyatt Jeju Vlog 	1929	9	호텔	제주도	-		 제주도 제주도여행 그랜드하얏트 jejuisland	2021-03-08 00:00:00	https://i.ytimg.com/vi/scI0qr5cYrU/sddefault.jpg	https://www.youtube.com/watch?v=scI0qr5cYrU	 제주도 여행vlog  그랜드 하얏트 제주 트윈 룸 오션뷰   피트니스센터  실내수영장 파헤쳐보기    Grand Hyatt Jeju Vlog.mp4	 제주도 여행vlog  그랜드 하얏트 제주 트윈 룸 오션뷰   피트니스센터  실내수영장 파헤쳐보기    Grand Hyatt Jeju Vlog.mp3
497	소까미sokkami		-	-	제주도 신혼여행 브이로그 핀크스 포도호텔편  허니문 패키지   포도올레길   마보기오름   코스요리   롯데호텔v스파	6503	58	호텔	제주도	-	제주도 브이로그,신혼여행,제주도 호텔		2021-12-09 00:00:00	https://i.ytimg.com/vi/scYautGImCI/sddefault.jpg	https://www.youtube.com/watch?v=scYautGImCI	제주도 신혼여행 브이로그 핀크스 포도호텔편  허니문 패키지   포도올레길   마보기오름   코스요리   롯데호텔v스파.mp4	제주도 신혼여행 브이로그 핀크스 포도호텔편  허니문 패키지   포도올레길   마보기오름   코스요리   롯데호텔v스파.mp3
498	마리아주 [맛있는미담]	18.9만명	-	-	대기업 회장들도 줄줄이 방문했다는 그곳에 다녀왔습니다 	266425	2.8천	호텔	제주도	-	마리아주,맛미담,마리아주의맛있는미담,먹자골목,남영돈,비비큐,bbq,이베리코,와인,먹방,오마카세,맡김차림,바베큐,맛집	오픈전부터 여러 미식가들과 유명 셰프님들 신세계 정용진 부회장님과 카카오 김범수 의장님 등의 찬사를 받으며 화제를 모았던 곳인데요 이날 다음 예약을 부탁드렸더니 7월로 예약이 되더라구요 이번 영상 재미있게 봐주시구 쭈님들 오늘 하루도 고생많으셨어요 유용욱바베큐연구소  바베큐  오마카세 Email mariage foodbarcode kr Instagram https: www instagram com mariage in 와인 정보 바롱 드베르뉴 마흐게리트 앙폴리 Baron Dauvergne Marguerite en Folie  생산지역 : 프랑스 상파뉴  품종 : 피노누아 80  샤도네이 20  Licence: Found You   Atch https: soundcloud com atch music Creative Commons   Attribution 3 0 Unported   CC BY 3 0 Free Download   Stream: http: bit ly found you Music promoted by Audio Library https: youtu be vlTLsmc5MCQ 	2021-04-01 00:00:00	https://i.ytimg.com/vi/sFNqSTihrYk/sddefault.jpg	https://www.youtube.com/watch?v=sFNqSTihrYk	대기업 회장들도 줄줄이 방문했다는 그곳에 다녀왔습니다.mp4	대기업 회장들도 줄줄이 방문했다는 그곳에 다녀왔습니다.mp3
499	봉순언니 Food&Trip	2.03만명	-	-	 SUB JEJU HOLEL   제주서귀포 10만원 5성급 가성비호텔 신화월드 랜딩관   제주서귀포여행   제주서귀포가성비호텔   제주호캉스호텔추천	24224	122	호텔	제주도	-	제주 서귀포호텔,제주신화월드,제주여행,제주호캉스,호캉스,제주서귀포호캉스,제주호텔추천,제주호캉스추천,제주서귀포랜딩관,제주신화월드호텔,신화월드,랜딩관가격,가성비호캉스제주,제주서귀포호캉스,제주서귀포호텔추천,제주오설록,신화월드조식,랜딩관조식,신화월드부대시설,랜딩관,랜딩관부대시설	제주호캉스 가성비 럭셔리호텔 제주 서귀포 신화월드 랜딩관 랜딩관 제주신화월드 호텔앤리조트   랜딩관 제주신화월드 호텔앤리조트 064 908 8800 https: maps app goo gl 8JtrkHCbdLUrHBj98 제주 가성비호텔추천 제주 신화월드 제주랜딩관 제주여행 서귀포호텔 제주가성비호텔 제주호텔추천	2021-02-28 00:00:00	https://i.ytimg.com/vi/SGAzEi6GjDk/sddefault.jpg	https://www.youtube.com/watch?v=SGAzEi6GjDk	 SUB JEJU HOLEL   제주서귀포 10만원 5성급 가성비호텔 신화월드 랜딩관   제주서귀포여행   제주서귀포가성비호텔   제주호캉스호텔추천.mp4	 SUB JEJU HOLEL   제주서귀포 10만원 5성급 가성비호텔 신화월드 랜딩관   제주서귀포여행   제주서귀포가성비호텔   제주호캉스호텔추천.mp3
500	스바게림		-	-	제주도 한달살기 마지막 VLOG   EP 11 마지막 숙소 소개합니다 제주도 고즈넉한 감성숙소 독채펜션  추천   한달살기 마무리  제주도 너 못 보내 	4401	38	호텔	제주도	-	제주도브이로그,제주도한달살기,제주도한달살기숙소추천,제주도보름살기숙소추천,제주도숙소추천,제주도감성숙소,제주도동쪽감성숙소,제주도한달살기브이로그,제주여행,제주도여행,제주도한달살기숙소,제주도동쪽숙소추천,제주도감성펜션,제주도독채펜션,제주도돌담펜션,제주도돌담펜션추천,제주도동쪽돌담펜션,제주도한달살기후기	드디어  제주도 한달살기 모든 영상을 마무리합니다 이 날이 오긴오네요   진짜 한달치 영상을 모두  편집하려니  시간이 꽤 오래걸렸지만 이렇게 보니 좀 뿌듯하기두 하네욥 ㅠㅠ 이제 진짜 제주도 한달살기를 내 머릿속 추억으로 보내려니 시원섭섭하네요  더 편집하고싶네   사실 영상 몇 개 뺀거거든여  빨리 마무리하구시퍼서 다시 생각나면 그 때 다시 올려야게써영 무튼   이번 편은 마지막 숙소소개 아우 비싼만큼   너무나도 완벽했던 숙소에요 진짜 여기 다시가고싶을 정도로  위치나 교통 등등 면에서 다다다 만점이에요  궁금한 거 있으시면 언제나 물어보세용 ㅠㅠ  휴학생활 중 제일 잘한 것 : 제주도 한달살기 그만큼 넘넘 소중하고 완벽한 추억이랍니다 이제 진짜 널 보내볼게 bye 제주도한달살기  제주도감성숙소	2021-02-20 00:00:00	https://i.ytimg.com/vi/sMf1gGlY1Gs/sddefault.jpg	https://www.youtube.com/watch?v=sMf1gGlY1Gs	제주도 한달살기 마지막 VLOG   EP 11 마지막 숙소 소개합니다 제주도 고즈넉한 감성숙소 독채펜션  추천   한달살기 마무리  제주도 너 못 보내.mp4	제주도 한달살기 마지막 VLOG   EP 11 마지막 숙소 소개합니다 제주도 고즈넉한 감성숙소 독채펜션  추천   한달살기 마무리  제주도 너 못 보내.mp3
501	탤스테이 ; 호텔완전정복기	1.53만명	-	-	토스카나호텔 제주 조식  80가지 메뉴에 2만원대라고 	12401	133	호텔	제주도	-		제주 토스카나 호텔 세번째 후기 바로 조식 레스토랑입니다 호캉스의 꽃은 조식이라고 생각하는 사람으로서 조식은 진짜 전심전력을 다해 먹는데요 근데 토스카나는 진짜 가성비도 좋고  메뉴도 다 먹을만해서 대만족했어요 사전예약을 하면 성인 1인에 24000원이라 가격적인 측면에서도 너무너무나 저렴합니다 어떻게 이런 가성비가 나오는지 놀라울따름   꼭 조식포함으로 다녀오시길 강추합니다: 제주토스카나호텔  호텔토스카나  호텔토스카나제주  토스카나호텔조식 제주 토스카나 호텔 객실   온수풀 후기 https: youtu be RrFyL e2dZA 완전 혜자로운 디너 코스요리 후기 https: youtu be g ovQL6Vh0I	2021-03-05 00:00:00	https://i.ytimg.com/vi/sQnw1CqBZ9s/sddefault.jpg	https://www.youtube.com/watch?v=sQnw1CqBZ9s	토스카나호텔 제주 조식  80가지 메뉴에 2만원대라고.mp4	토스카나호텔 제주 조식  80가지 메뉴에 2만원대라고.mp3
502	맛쫑	3.26천명	-	-	제주도 가성비 호텔 BEST2 숙소 리뷰   부영호텔앤리조트   더베스트제주성산 	40692	239	호텔	제주도	-	jejuhotel,제주도 숙박,제주도 호텔,조식뷔페,호텔조식,제주도,제주도 숙소 추천,제주도 꿀팁,제주도 여행코스,제주도 중문 호텔,우도 숙소,제주도여행,제주도 가성비 호텔,호텔리뷰	맛깔나는 쫑Life 취미를 찾아서 떠나는 일상여행 ep 24 제주도 맛집 더보기 안녕하세요  맛깔나는 쫑Life  맛쫑입니다 오늘의 영상은  제주도 가성비 좋은 호텔  BEST2곳 내돈내산 리뷰입니다 첫번째 제주도 가성비 호텔은 제주 부영 호탤 앤 리조트 입니다 6월 말 기준 조식 포함가  디럭스룸  141 800원 정도 였으며 조식 미 포함시 10만원 초반대 입니다 위치는 중문에 있어  조식도 맛있고 수영장도 있어  호캉스로 즐기기 좋은 곳입니다 수정 수영장 깊이는 1 3m 실내수영장 무료   수영모 필수입니다   수영모 대여 할수 있습니다   대여비o 두번째 제주도 가성비 호텔은 더 베스트 제주 성산  구 라마다 앙코르 성산  입니다 6월 말 기준 조식 미포함 디럭스 바다전망 룸 54 000원 였습니다   우도여행이나 성산일출봉 등 제주 동부 여행 계획 하고 계시다면 추천드립니다 좋아요와 구독은 언제나 큰 힘이 됩니다 제주도여행  제주도가성비호텔  호텔리뷰	2020-07-24 00:00:00	https://i.ytimg.com/vi/SrEuZik39l8/sddefault.jpg	https://www.youtube.com/watch?v=SrEuZik39l8	제주도 가성비 호텔 BEST2 숙소 리뷰   부영호텔앤리조트   더베스트제주성산.mp4	제주도 가성비 호텔 BEST2 숙소 리뷰   부영호텔앤리조트   더베스트제주성산.mp3
503	아뚜	123명	-	-	 커플vlog  제주도 여행 브이로그   롯데호텔 호캉스    제주 온수풀 호텔   2박3일 힐링여행    다운타우너   몽상드애월	4640	22	호텔	제주도	-		 제주도여행  제주롯데호텔  제주도호캉스  애월카페  애월맛집  봄제주 안녕하세요 아뚜커플입니다 꾸벅 저희의 세번째  브이로그 인데요 이번에 저희가 봄을 맞이하여 제주도로 떠났습니다 봄에 가는 제주도는 처음이라 기대 반 설렘 반으로 갔는데 역시나 너무 너무 좋더라구요 2박 3일 일정으로 다녀왔는데 첫 날에는 롯데호텔에서 호캉스를 즐겼구요 둘째날에는 우도에 다녀왔어요 우도편 브이로그영상은 곧 업로드 될 예정이니 기대해주시고 언제가도 아름다운 제주도 함께 보시죵 구독과 좋아요는 필뚜 	2021-03-26 00:00:00	https://i.ytimg.com/vi/sria4kTec1c/sddefault.jpg	https://www.youtube.com/watch?v=sria4kTec1c	 커플vlog  제주도 여행 브이로그   롯데호텔 호캉스    제주 온수풀 호텔   2박3일 힐링여행    다운타우너   몽상드애월.mp4	 커플vlog  제주도 여행 브이로그   롯데호텔 호캉스    제주 온수풀 호텔   2박3일 힐링여행    다운타우너   몽상드애월.mp3
504	몽테TV [ch.MONTE]	4.99천명	-	-	서귀포시 신서귀포 지역 가성비 호텔 6곳   내돈내산 모두 다녀와서 알려드립니다  좋은 호텔 많습니다  보고 결정하세요  	36819	362	호텔	제주도	-	제주도여행,제주여행,제주도,신서귀포호텔,서귀포호텔,월드컵경기장,서귀포호텔추천,가성비호텔,호텔빠레브,스위트메이서귀포,밸류호텔서귀포JS,라마다앙코르제주서귀포,비스타케이호텔월드컵,이스턴호텔	몽쥬르   여행하고 애보고 요리하는 몽테입니다   오늘은 서귀포시 가성비 호텔 2편으로  신서귀포 쪽의 호텔을 준비했습니다   제주 월드컵 경기장 근처  많은 호텔들이 밀집해 있는 신서귀포 호텔 내돈내산 직접 숙박해보고 알려드립니다 영상 보시고 즐거운 여행 되시길 바랍니다   서귀포호텔  서귀포가성비호텔  제주도여행 00:00 intro  01:15 호텔 빠레브  02:14 스위트메이 서귀포  03:20 밸류호텔 서귀포JS 04:30 비스타케이 호텔 월드컵    05:44  라마다 앙코르 제주 서귀포 호텔  06:49 이스턴 호텔 제주  07:42 outro 채널에 방문해주셔서 감사합니다 여러분의 구독과 좋아요는 저에게 큰 힘이 됩니다 항상 열심히 싸돌아댕기는 몽테되겠습니다 몽테 이메일: monteuniv naver com 몽테 블로그: blog naver com monteuniv 몽테 인스타: instagram com monteuniv 	2021-08-23 00:00:00	https://i.ytimg.com/vi/sRzG44lTCoQ/sddefault.jpg	https://www.youtube.com/watch?v=sRzG44lTCoQ	서귀포시 신서귀포 지역 가성비 호텔 6곳   내돈내산 모두 다녀와서 알려드립니다  좋은 호텔 많습니다  보고 결정하세요.mp4	서귀포시 신서귀포 지역 가성비 호텔 6곳   내돈내산 모두 다녀와서 알려드립니다  좋은 호텔 많습니다  보고 결정하세요.mp3
505	지금먹으러갑니다 Let's get EAT	4.08천명	-	-	     뷔페는  저녁 돈값 할까 	2897	31	호텔	제주도	-	food,음식,맛집,맛집리뷰,레시피,recipe,백종원	kswace gmail com 그랜드조선제주  제주맛집  아리아뷔페 My Camera    카메라 Main Camera: Fujifilm X T4 Sub Camera: Canon G7X MARK3  Action Cam : GOPRO HERO9 Black Lens   렌즈 XF16 55 F2 8 R WR XF50 140 F2 8 R WR XF50mmF2 R WR XF23mmF2 R WR Gimbal   짐벌 Dji Ronin SC Video Editing Software   영상편집 프로그램   Final cut Pro X   Apple Motion Photo Editing Software   사진편집 프로그램 Adobe Lightroom   Photoshop  저작자와의 협의 및 동의가 없는 영상의 사용을 금합니다 Music    음악   I bought the license  https: artlist io 폰트 태 영화체통합 라이선스A형 구입  kswace  본 영상은 협찬 해당사항이 없습니다 	2021-07-23 00:00:00	https://i.ytimg.com/vi/sW0bq1kYGjY/hqdefault.jpg	https://www.youtube.com/watch?v=sW0bq1kYGjY	     뷔페는  저녁 돈값 할까.mp4	     뷔페는  저녁 돈값 할까.mp3
506	"나나제인, IT직장인의 취미 여행"	1.43만명	-	-	제주 독채숙소 스테이소도   우도 바다를 품은 수영장 제주 독채숙소  제주숙소 추천  	10345	120	호텔	제주도	-	숙소추천,독채숙소,제주독채숙소,제주여행,제주숙소,제주숙소추천,우도숙소,우도여행,스테이소도,수영장독채숙소,풀빌라,제주풀빌라,우도풀빌라	스테이소도  섬 속의 섬  제주 우도 독채숙소 스테이소도 리뷰입니다 관광객이 떠난 후 조용한 우도  마치 이 섬의 주인이 된 것 같은 기분을 느낄 수 있어요 바다를 마주한 수영장  그 옆 야외 데크에서 즐기는 바베큐 타임 LP플레이어로 음악을 즐기며 핸드드립 커피를 내리는 순간까지 나의 시간은 천천히 흐르는 것 같은 기분까지  리뷰 영상을 보시면 당장 가고싶을지도 몰라요 우도에 1박할 이유  스테이소도 입니다 제주독채숙소  우도숙소  제주풀빌라  스테이소도  제주숙소 00:00 인트로 00:09 위치  주변 즐길거리 검멀레해변  서빈백사  우도봉  안녕육지사람 01:21 거실  주방  a동 02:59 침실  a b동 03:45 노천탕 04:05 앞마당  aka 정원 04:29 야외수영장 05:14 아쉬운점  장점  나만 알고싶은 제주 숙소 : https: youtube com playlist list PLZFrmIhUHXj A9WHw2rJjL0z3Vbho0bt9  콕 찝어주는 제주 여행 정보 : https: youtube com playlist list PLZFrmIhUHXj9mHmmSHt0m08i4dwYlKOQz  모든 사진 영상 저작권은 나나제인에게 있습니다    2021  나나제인 all rights reserved  해당 영상은 협찬  광고 없는 내돈내산 리뷰 입니다  contact: bynanajane gmail com	2021-01-12 00:00:00	https://i.ytimg.com/vi/swL0kQl5yBE/sddefault.jpg	https://www.youtube.com/watch?v=swL0kQl5yBE	제주 독채숙소 스테이소도   우도 바다를 품은 수영장 제주 독채숙소  제주숙소 추천.mp4	제주 독채숙소 스테이소도   우도 바다를 품은 수영장 제주 독채숙소  제주숙소 추천.mp3
507	Traveler ha_mang_	593명	-	-	제주숙소리뷰 18   제주 동쪽 자쿠지 감성숙소  북촌리멤버  독채숙소  내돈내산	751	좋아요	호텔	제주도	-		안녕하세요:   오늘은 제주 동쪽 함덕 해수욕장 인근 한적한 어촌마을에 위치한 자쿠지 숙소 북촌리멤버 를 소개해 드리려 합니다   제주에서 온전한 휴식을 즐기고 싶어하시는 분들께 추천하는 오늘의 숙소  같이 만나러 가보실까요 	2022-02-15 00:00:00	https://i.ytimg.com/vi/Sxw2P_ICNQI/sddefault.jpg	https://www.youtube.com/watch?v=Sxw2P_ICNQI	제주숙소리뷰 18   제주 동쪽 자쿠지 감성숙소  북촌리멤버  독채숙소  내돈내산.mp4	제주숙소리뷰 18   제주 동쪽 자쿠지 감성숙소  북촌리멤버  독채숙소  내돈내산.mp3
508	권바다BADA	3.44만명	-	-	vlog 남자친구랑 떠나는 첫 2박3일 제주도 여행  브이로그   감성 숙소   맛집   자쿠지  수탉 1	72777	1.1천	호텔	제주도	-		남자친구랑 처음 떠나기도 하고 저에게 있어 남자와는 처음인  너무나도 설레는 첫 여행이였답니다 제주도는  어릴적부터 몇번 갔던 곳이지만  부모님없이 떠나는 여행은  어색하고 떨리는 여행이였다능 한달 전 갑자기 잡은 스케줄로  숙소 잡기도 어려웠어요 처음으로 여행 일정을 잡아보고 숙소 잡느라  밤낮 새가며  필요한 물품들을 구입하는 설레임 ㅎ ㅎ 여러분들도 꼭  한번쯤은 스스로에게 주는 선물같은 여행을 다녀오셨으면 해요 민경이네 어등포 해녀촌 제주시 해맞이 해안로830 646미터퍼세크 제주 제주시 한경면 일주서로 4469 1 2 3층	2021-08-09 00:00:00	https://i.ytimg.com/vi/T5BXgZMuyxg/hqdefault.jpg	https://www.youtube.com/watch?v=T5BXgZMuyxg	vlog 남자친구랑 떠나는 첫 2박3일 제주도 여행  브이로그   감성 숙소   맛집   자쿠지  수탉 1.mp4	vlog 남자친구랑 떠나는 첫 2박3일 제주도 여행  브이로그   감성 숙소   맛집   자쿠지  수탉 1.mp3
509	더이상운영하지않습니다	5.39천명	-	-	제주도 여행 켄싱턴 호텔 제주  올인클루시브  100  즐기기 노협찬  이번이 4번째 제주도 호텔로 정말 강추하는곳  제주도 가족여행 으로도 좋을듯 공지확인 	15855	좋아요	호텔	제주도	-	일상,부부,부부일상,부부브이로그,쮸딩부부,결혼,신혼부부,신혼,남편,아내,여행 스타일,여행 브이로그,제주도여행,켄싱턴 호텔 제주,올인클루시브,제주도호텔,제주도 가족여행	 알려드립니다 제주 켄싱턴 리조트는 리뉴얼중으로 현재 이용이 불가한 호텔입니다 제주도여행  켄싱턴호텔제주  올인클루시브  제주도호텔   제주도가족여행 안녕하세요 쮸딩부부 입니다    오늘은 저희부부가 제주도 여행 다녀왔던 후기를  남겨보려고 합니다    2박3일 일정으로 저희는 오로지  켄싱턴 제주 호텔   안에만 있었어요   아무곳도 가지 않음   하루 1박에 40 50만원정도  성수기 비수기에 따라 다름 입니다   셔틀이 있기 때문에 렌트 하지 않아도 되고   모든 음식 비용이 위 숙박 비용에 포함되어 있어요   중간 중간 간식 술  그리고 모든 시설을 이용할 수 있구요   1박에 40 50만원 이면 비싸다고 생각하시는 분들도  계시겠지만  노노노노  그렇지 않아요   그렇지 않은 이유  영상에서 확인 해 주세요   music Audio library Fllow me https: www instagram com dingna0615 mail dingna0615 gmail com	2019-02-14 00:00:00	https://i.ytimg.com/vi/t61HzmiD1cM/sddefault.jpg	https://www.youtube.com/watch?v=t61HzmiD1cM	제주도 여행 켄싱턴 호텔 제주  올인클루시브  100  즐기기 노협찬  이번이 4번째 제주도 호텔로 정말 강추하는곳  제주도 가족여행 으로도 좋을듯 공지확인.mp4	제주도 여행 켄싱턴 호텔 제주  올인클루시브  100  즐기기 노협찬  이번이 4번째 제주도 호텔로 정말 강추하는곳  제주도 가족여행 으로도 좋을듯 공지확인.mp3
510	멜로은Mellow eun		-	-	VLOG   제주 여행 브이로그  롯데호텔  중문 돈사돈  색달 해수욕장  그랜드하얏트 제주  에프터눈티세트  볼스카페  오는정김밥   잔잔한 감성 여행 기록   4K 	3543	좋아요	호텔	제주도	-	일상브이로그,자취브이로그,행복해지는법,브이로그일기장,맥북프로,캐논미러리스,캐논m6mark2,브이로그,korean,korean vlog,korean daily vlog,제주도여행,제주도브이로그,제주브이로그,제주일상,3박4일 제주도,제주롯데호텔,롯데호텔오션뷰,리모아캐리어,호텔조식,호텔룸서비스,먹방브이로그,제주먹방브이로그,제주도일상,제주도여행일상,여행 브이로그,국내 여행 브이로그,국내여행,친구랑여행,흑돈가,제주흑돈가,프레스티지석,대한항공,대한항공프레스티지,제주렌터카,렌터카 K5,감성 브이로그,감성 여행 브이로그,여행 감성 일상,디올,디올 카로백,카로백화이트,카로백,돈사돈,제주 돈사돈,중문 돈사돈,제주 흑돼지 추천,볼스카페,오는정김밥	 제주도브이로그  제주도여행  여행브이로그 VLOG   제주 여행 브이로그  롯데호텔  중문 돈사돈 흑돼지  색달 해수욕장  그랜드하얏트 제주  에프터눈티세트  볼스카페  오는정김밥   잔잔한 감성 가득한 여행 기록   4K 잔잔한 여행기록  국내 우정 여행 감성 기록 힐링 브이로그 날씨 요정이었던 3박4일 제주도 여행 Jeju island vlog with my friend English subtitle Jeju lotte hotel ocean view  korean air prestige seat black pork heuk don ga instagram: eun iz 20대 예비신부 일상 브이로그 노트북: 맥북 프로 16인치  MacBook pro2020  16inch 편집: 파이널컷  Final Cut Pro X 카메라: 캐논m6 mark2  canon m6 mark2 music: 브금대통령 검색 키워드: seoul  seoul daily vlog  south korea  daily vlog  seouldate  datevlog  seouldate  seoullife  dailyvlog  korean daily vlog with eng subtitle  korea trip vlog  korea travel vlog 디올카로백	2021-06-15 00:00:00	https://i.ytimg.com/vi/T7KSJ_f_WdM/sddefault.jpg	https://www.youtube.com/watch?v=T7KSJ_f_WdM	VLOG   제주 여행 브이로그  롯데호텔  중문 돈사돈  색달 해수욕장  그랜드하얏트 제주  에프터눈티세트  볼스카페  오는정김밥   잔잔한 감성 여행 기록   4K.mp4	VLOG   제주 여행 브이로그  롯데호텔  중문 돈사돈  색달 해수욕장  그랜드하얏트 제주  에프터눈티세트  볼스카페  오는정김밥   잔잔한 감성 여행 기록   4K.mp3
511	SK핀크스		-	-	제주 디아넥스 호텔 소개	7469	34	호텔	제주도	-	핀크스,디아넥스,SK핀크스,PINX,SKPINX,제주디아넥스,제주도호텔,제주호텔,수영장호텔,온천호텔,가족여행,가족호텔	제주의 특별한 힐링호텔 디아넥스 가족과 함께 떠나는 제주 여름 바캉스 여름 가족 패키지 상품인 Summer Family Package 를 소개합니다  주요 부대시설  라운지  골프탕탕  아라고나이트 온천  수영장  북카페  테니스장  스포츠홀  피스토어  컨퍼런스룸 위치: 제주도 서귀포시 안덕면 산록남길 762번길 71 상천리380 7 문의: 064 793 6005 https: www theannex co kr	2018-07-29 00:00:00	https://i.ytimg.com/vi/TbIxbg-q3Tk/sddefault.jpg	https://www.youtube.com/watch?v=TbIxbg-q3Tk	제주 디아넥스 호텔 소개.mp4	제주 디아넥스 호텔 소개.mp3
